Page NO,Category,Name,Categories,Key Words,Vendors,Color,Crystal Structure,Physical Properties,Chemical Properties,Mechanical Properties,Electrical Properties,Thermal Properties,Optical Properties,Component Elements Properties,Descriptive Properties,Processing,URL,Material,url,Description,Alloy Composition,Base Metal Price (% relative),Brinell Hardness,Compressive (crushing) Strength (MPa),Curie Temperature (°C),Density (g/cm³),Dielectric Constant (relative Permittivity) At 1Hz,Dielectric Constant (relative Permittivity) At 1Mhz,Dielectric Strength (breakdown Potential) (kV/mm),"Elastic (Young's, Tensile) Modulus (GPa)",Electrical Conductivity: Equal Volume (% IACS),Electrical Conductivity: Equal Weight (specific) (% IACS),Electrical Dissipation At 1Hz,Electrical Dissipation At 1Mhz,Electrical Resistivity Order Of Magnitude (10),Elongation At Break (%),Embodied Carbon (kg CO₂),Embodied Energy (MJ/kg),Embodied Water (L/kg),Fatigue Strength (MPa),Flexural Modulus (GPa),Flexural Strength (MPa),Follow-up Questions,Fracture Toughness (MPa·m),Further Reading,Glass Transition Temperature (°C),Heat Deflection Temperature At 1.82Mpa (264Psi) (°C),Impact Strength: Notched Izod (J/m),Impact Strength: V-notched Charpy (J),Knoop Hardness,Latent Heat Of Fusion (J/g),Light Transmission Range (µm),Limiting Oxygen Index (loi) (%),Maximum Temperature: Autoignition (°C),Maximum Temperature: Corrosion (°C),Maximum Temperature: Decomposition (°C),Maximum Temperature: Mechanical (°C),Maximum Thermal Shock (°C),Melting Completion (liquidus) (°C),Melting Onset (solidus) (°C),Poisson's Ratio,Pren (pitting Resistance),Reduction In Area (%),Refractive Index,Resilience: Ultimate (unit Rupture Work) (MJ/m³),Resilience: Unit (modulus Of Resilience) (kJ/m³),Rockwell B Hardness,Rockwell C Hardness,Rockwell M Hardness,Shear Modulus (GPa),Shear Strength (MPa),Solidification (pattern Maker's) Shrinkage (%),Specific Heat Capacity (J/kg·K),Stiffness To Weight: Axial (points),Stiffness To Weight: Bending (points),Strength To Weight: Axial (points),Strength To Weight: Bending (points),Tensile Strength: Ultimate (uts) (MPa),Tensile Strength: Yield (proof) (MPa),Thermal Conductivity (W/m·K),Thermal Diffusivity (mm²/s),Thermal Expansion (µm/m·K),Thermal Shock Resistance (points),Vicat Softening Temperature (°C),Water Absorption After 24 Hours (%),Water Absorption At Saturation (%),Material ID (MAT_ID),Material Designation,Manufacturer/Supplier,Chemical Composition,Semifinished Material Information,Heat Treatment,Microstructure,Hardness,Testing Conditions (Axial Loading),Monotonic Properties,Monotonic Stress-Strain Curves (Ramberg-Osgood Model),"Cyclic/Fatigue Properties (Axial Loading, Fully Reversed)",Testing Temperature (°C),Testing Medium,Loading Type,Loading Control,Specimen,Loading Ratio,Additional Remarks,Fatigue Properties,Fatigue Strain-Life Parameters (Coffin-Manson-Basquin Model),Collecting Cyclic Stress-Strain Plot Data
Category: polymer Page No: 5,polymer,Abatron AboCast 8110-9/AboCure 50-1 Flexible Epoxy,"Polymer, Adhesive, Thermoset, Epoxy, Epoxy Adhesive, Flexible","This epoxy system can achieve flexibility and plasticity without sacrificing adhesive, electrical, structural, and other properties. This compound is a clear (unfilled) basic formulation. Its applications include:  bonding, laminating, casting, embedding, electrical potting, impregnating, coating, etc. It can be supplied in several variations to modify viscosity, reaction rate, color, most physical and chemical properties, and with many fillers to meet most requirements.",N/A,,,"[{'Water Absorption': {'Metric': '2.4 %@Time 2.59e+6 sec', 'English': '2.4 %@Time 720 hour', 'Comments': 'immersion; cured 3 hours @ 100°C'}}]",N/A,"[{'Hardness, Shore D': {'Metric': '80@Temperature 25.0 °C', 'English': '80@Temperature 77.0 °F', 'Comments': 'cured 2 hrs. @ 93°C'}}]","[{'Volume Resistivity': {'Metric': '2.50e+13ohm-cm@Temperature 100 °C', 'English': '2.50e+13ohm-cm@Temperature 212 °F', 'Comments': 'cured 2 hours @ 93°C'}}]",N/A,N/A,N/A,[{'Parts by Weight (pbw)100AboCast 8110-9': {'Descriptive Properties': '43AboCure 50-1'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=ab02c1bf818c4285b990643e0b3c197e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Abatron AboCast 8110-7/AboCure 8110-1 Flexible Epoxy,"Polymer, Adhesive, Thermoset, Epoxy, Epoxy Adhesive, Flexible","This epoxy system can achieve flexibility and plasticity without sacrificing adhesive, electrical, structural, and other properties. This compound is a clear (unfilled) basic formulation. Its applications include:  bonding, laminating, casting, embedding, electrical potting, impregnating, coating, etc. It can be supplied in several variations to modify viscosity, reaction rate, color, most physical and chemical properties, and with many fillers to meet most requirements.",N/A,,,"[{'Water Absorption': {'Metric': '4.5 %@Time 7200 sec', 'English': '4.5 %@Time 2.00 hour', 'Comments': 'boil; cured 2 hours @ 93°C'}}]",N/A,"[{'Hardness, Shore D': {'Metric': '46@Temperature 75.0 °C', 'English': '46@Temperature 167 °F', 'Comments': 'cured 2 hrs. @ 93°C'}}]","[{'Volume Resistivity': {'Metric': '6.60e+7ohm-cm@Temperature 150 °C', 'English': '6.60e+7ohm-cm@Temperature 302 °F', 'Comments': 'cured 2 hours @ 93°C'}}]",N/A,N/A,N/A,[{'Parts by Weight (pbw)100AboCast 8110-7': {'Descriptive Properties': '8AboCure 8110-1'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=19e3add5fc1e40bcaae18e4abc3e97bc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Abatron AboCast 8110-8/AboCure 8110-1 Flexible Epoxy,"Polymer, Adhesive, Thermoset, Epoxy, Epoxy Adhesive, Flexible","This epoxy system can achieve flexibility and plasticity without sacrificing adhesive, electrical, structural, and other properties. This compound is a clear (unfilled) basic formulation. Its applications include:  bonding, laminating, casting, embedding, electrical potting, impregnating, coating, etc. It can be supplied in several variations to modify viscosity, reaction rate, color, most physical and chemical properties, and with many fillers to meet most requirements.",N/A,,,"[{'Water Absorption': {'Metric': '5.8 %@Time 7200 sec', 'English': '5.8 %@Time 2.00 hour', 'Comments': 'boil; cured 2 hours @ 93°C'}}]",N/A,"[{'Hardness, Shore A': {'Metric': '70@Temperature 75.0 °C', 'English': '70@Temperature 167 °F', 'Comments': 'cured 2 hrs. @ 93°C'}}]","[{'Volume Resistivity': {'Metric': '3.40e+7ohm-cm@Temperature 150 °C', 'English': '3.40e+7ohm-cm@Temperature 302 °F', 'Comments': 'cured 2 hours @ 93°C'}}]",N/A,N/A,N/A,[{'Parts by Weight (pbw)100AboCast 8110-8': {'Descriptive Properties': '7.4AboCure 8110-1'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=133cdb561f774d7b88d1d4dcbbad691c,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Abatron AboWeld 8201-14/AboCure 50-12 Carbon-Filled Electrically Conductive Epoxy Compound,"Polymer, Adhesive, Thermoset, Epoxy, Epoxy, Electrically Conductive","AboWeld 8201-14/AboCure 50-12 is a very conductive carbon-epoxy paste. It is preferred where higher heat and chemical resistance more important. As the size of the conductive particles is relatively coarse, this product is used primarily as a thick adhesive and conductive paste rather than for thin and smooth coatings.",N/A,,,"[{'Solids Content': {'Metric': '100 %', 'English': '100 %', 'Comments': None}}]",N/A,N/A,"[{'Surface Resistivity per Square': {'Metric': '<=0.50ohm', 'English': '<=0.50ohm', 'Comments': None}}]","[{'Maximum Service Temperature, Air': {'Metric': '90.0°C', 'English': '194°F', 'Comments': None}}]",N/A,"[{'Carbon, C': {'Component Elements Properties': '64 %', 'Metric': '64 %', 'English': 'of vehicle', 'Comments': None}}]",[{'ColorBlack': {'Descriptive Properties': 'Parts by Weight (pbw)100AboWeld 8201-14'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=7192c254ca974aaea2d61d3f20c190d5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Abatron AboWeld 8201-14/AboCure 8201-14 Carbon-Filled Electrically Conductive Epoxy Compound,"Polymer, Adhesive, Thermoset, Epoxy, Epoxy, Electrically Conductive","AboWeld 8201-14/AboCure 8201-14 is an easy-to-use and very conductive carbon-epoxy paste. As the size of the conductive particles is relatively coarse, this product is used primarily as a thick adhesive and conductive paste rather than for thin and smooth coatings.",N/A,,,"[{'Solids Content': {'Metric': '100 %', 'English': '100 %', 'Comments': None}}]",N/A,N/A,"[{'Surface Resistivity per Square': {'Metric': '<=0.010ohm', 'English': '<=0.010ohm', 'Comments': None}}]","[{'Maximum Service Temperature, Air': {'Metric': '60.0°C', 'English': '140°F', 'Comments': None}}]",N/A,"[{'Carbon, C': {'Component Elements Properties': '69 %', 'Metric': '69 %', 'English': 'of vehicle', 'Comments': None}}]",[{'ColorBlack': {'Descriptive Properties': 'Parts by Weight (pbw)100AboWeld 8201-14'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=b884851a3d734df0823d5280a8929723,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Abatron 8509-1 A/B Carbon-Filled Electrically Conductive Epoxy Compound,"Polymer, Adhesive, Thermoset, Epoxy, Epoxy, Electrically Conductive",8509-1 A/B is a solventless carbon-epoxy system used as an adhesive and silk-screening material with anti-static and other lower-conductivity requirements.,N/A,,,"[{'Solids Content': {'Metric': '100 %', 'English': '100 %', 'Comments': None}}]",N/A,N/A,"[{'Surface Resistivity per Square': {'Metric': '<=400000ohm', 'English': '<=400000ohm', 'Comments': None}}]","[{'Maximum Service Temperature, Air': {'Metric': '50.0°C', 'English': '122°F', 'Comments': None}}]",N/A,"[{'Carbon, C': {'Component Elements Properties': '7.2 %', 'Metric': '7.2 %', 'English': 'of vehicle', 'Comments': None}}]",[{'ColorBlack': {'Descriptive Properties': 'Parts by Weight (pbw)100Part A Resin'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=2bb16a818b9048e4b273055ea67b6ab1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America RX® 611 Fiberglass Reinforced Phenolic,"Polymer, Thermoset, Filled/Reinforced Thermoset, Phenolic, Phenolic, Novolac, Glass Filled","RX® 611 is a fiberglass reinforced phenolic molding compound, with good dimensional stability and good strength at elevated temperatures. Meets ASTM D-5948 Type MFH., Information supplied by Sumitomo Bakelite North America.",N/A,,,"[{'Bulk Density': {'Metric': '0.800g/cc', 'English': '0.0289lb/in³', 'Comments': 'Powder; ISO 60'}}]",N/A,"[{'Hardness, Rockwell M': {'Metric': '100', 'English': '100', 'Comments': 'ISO 2039/2'}}]","[{'Dielectric Strength': {'Metric': '13.0kV/mm@Thickness 3.00 mm', 'English': '330kV/in@Thickness 0.118 in', 'Comments': 'IEC 243'}}]","[{'CTE, linear, Parallel to Flow': {'Metric': '17.0µm/m-°C@Temperature 23.0 °C', 'English': '9.44µin/in-°F@Temperature 73.4 °F', 'Comments': 'TMA'}}]",N/A,N/A,"[{'Available Molding GradesCompression, Transfer, Injection': {'Descriptive Properties': 'ColorBlack, Green'}}]",N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=9ce920985b8944b89fbfb14159950494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America RX® 630 Fiberglass Reinforced Phenolic,"Polymer, Thermoset, Filled/Reinforced Thermoset, Phenolic, Phenolic, Novolac, Glass Filled","RX® 630 is a fiberglass reinforced phenolic molding compound, with good dimensional stability and good strength at elevated temperatures. , Information supplied by Sumitomo Bakelite North America.",N/A,,,"[{'Bulk Density': {'Metric': '0.800g/cc', 'English': '0.0289lb/in³', 'Comments': 'Powder; ISO 60'}}]",N/A,"[{'Hardness, Rockwell M': {'Metric': '100', 'English': '100', 'Comments': 'ISO 2039/2'}}]","[{'Dielectric Strength': {'Metric': '12.0kV/mm@Thickness 3.00 mm', 'English': '305kV/in@Thickness 0.118 in', 'Comments': 'IEC 243'}}]","[{'CTE, linear, Parallel to Flow': {'Metric': '14.0µm/m-°C@Temperature 23.0 °C', 'English': '7.78µin/in-°F@Temperature 73.4 °F', 'Comments': 'TMA'}}]",N/A,N/A,"[{'Available Molding GradesCompression, Transfer, Injection': {'Descriptive Properties': 'ColorBlack, Green'}}]",N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=47c2f0445bc0417cbadda66a988c1f11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America RX® 640 Fiberglass Reinforced Phenolic Resole,"Polymer, Thermoset, Filled/Reinforced Thermoset, Phenolic, Phenolic, Resole, Glass Fiber Filled","RX® 640 is a fiberglass reinforced, ammonia-free, phenolic resole compound, with good dimensional stability and good strength at elevated temperatures. Meets ASTM D-5948 Type GPI-5., Information supplied by Sumitomo Bakelite North America.",N/A,,,"[{'Bulk Density': {'Metric': '0.80g/cc', 'English': '0.029lb/in³', 'Comments': 'Powder; ASTM D1895'}}]",N/A,"[{'Hardness, Rockwell E': {'Metric': '90', 'English': '90', 'Comments': 'ASTM D785'}}]","[{'Dielectric Strength': {'Metric': '11.8kV/mm@Frequency 60 Hz', 'English': '300kV/in@Frequency 60 Hz', 'Comments': 'Wet, step-by-step; ASTM D149'}}]","[{'CTE, linear, Parallel to Flow': {'Metric': '14.0µm/m-°C@Temperature 23.0 °C', 'English': '7.78µin/in-°F@Temperature 73.4 °F', 'Comments': 'TMA; ASTM E381'}}]",N/A,N/A,"[{'Available Molding GradesCompression, Transfer, Injection': {'Descriptive Properties': 'ColorBlack'}}]",N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=ac5b524fecca476e97ede46b5ecb0d88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America RX® 660 Fiberglass Reinforced Phenolic Novolac,"Polymer, Thermoset, Filled/Reinforced Thermoset, Phenolic, Phenolic, Novolac, Glass Filled","RX®  660 is a fiberglass reinforced phenolic molding compound, with good dimensional stability and good strength at elevated temperatures. Meets ASTM D-5948 Type MFH., Information supplied by Sumitomo Bakelite North America.",N/A,,,"[{'Bulk Density': {'Metric': '0.900g/cc', 'English': '0.0325lb/in³', 'Comments': 'Powder; ISO 60'}}]",N/A,"[{'Hardness, Rockwell M': {'Metric': '85', 'English': '85', 'Comments': 'ISO 2039/2'}}]","[{'Volume Resistivity': {'Metric': '5.00e+13ohm-cm', 'English': '5.00e+13ohm-cm', 'Comments': 'IEC 93'}}]","[{'CTE, linear, Parallel to Flow': {'Metric': '23.0µm/m-°C@Temperature 23.0 °C', 'English': '12.8µin/in-°F@Temperature 73.4 °F', 'Comments': 'TMA'}}]",N/A,N/A,"[{'Available Molding GradesCompression, Transfer, Injection': {'Descriptive Properties': 'ColorBlack, Green'}}]",N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=0dcd49f669a443159d40436a64076085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America RX® 790 Fiberglass Reinforced Phenolic Novolac,"Polymer, Thermoset, Filled/Reinforced Thermoset, Phenolic, Phenolic, Novolac, Glass Filled","RX® 790 is a fiberglass reinforced phenolic novolac compound, featuring a good balance of strength and toughness. , Information supplied by Sumitomo Bakelite North America.",N/A,,,"[{'Bulk Density': {'Metric': '0.800g/cc', 'English': '0.0289lb/in³', 'Comments': 'Powder; ISO 60'}}]",N/A,"[{'Hardness, Rockwell M': {'Metric': '95', 'English': '95', 'Comments': 'ISO 2039/2'}}]","[{'Dielectric Strength': {'Metric': '13.5kV/mm@Thickness 3.00 mm', 'English': '343kV/in@Thickness 0.118 in', 'Comments': 'IEC 243'}}]","[{'CTE, linear, Parallel to Flow': {'Metric': '16.0µm/m-°C@Temperature 23.0 °C', 'English': '8.89µin/in-°F@Temperature 73.4 °F', 'Comments': 'TMA'}}]",N/A,N/A,"[{'Available Molding GradesCompression, Transfer, Injection': {'Descriptive Properties': 'ColorBlack, Green'}}]",N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=5daddbc539464f6e9311a7bbddd15d4e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,"Sumitomo Bakelite Durez® 32962 Phenolic Molding Compound, Compression Grade","Polymer, Thermoset, Phenolic, Phenolic; Unreinforced; Molded","Durez 32962 Black Phenolic is a medium impact, molding compound. It is designed for applications where additional mechanical strength is required. Typical applications include appliance housings where strength and appearance are important., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Specific Gravity': {'Metric': '1.45g/cc', 'English': '1.45g/cc', 'Comments': 'ASTM D792'}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '48.0MPa', 'English': '6960psi', 'Comments': 'ASTM D638'}}]","[{'Volume Resistivity': {'Metric': '1.00e+12ohm-cm', 'English': '1.00e+12ohm-cm', 'Comments': 'ASTM D257'}}]","[{'Maximum Service Temperature, Air': {'Metric': '150°C@Thickness 3.00 mm', 'English': '302°F@Thickness 0.118 in', 'Comments': None}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=d1b74237135d4f268c6484cf9eebceca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,"Sumitomo Bakelite Durez® 32962 Phenolic Molding Compound, Injection Grade","Polymer, Thermoset, Phenolic, Phenolic; Unreinforced; Molded","Durez 32962 Black Phenolic is a medium impact, molding compound. It is designed for applications where additional mechanical strength is required. Typical applications include appliance housings where strength and appearance are important., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Specific Gravity': {'Metric': '1.45g/cc', 'English': '1.45g/cc', 'Comments': 'ASTM D792'}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '48.0MPa', 'English': '6960psi', 'Comments': 'ASTM D638'}}]","[{'Volume Resistivity': {'Metric': '1.00e+12ohm-cm', 'English': '1.00e+12ohm-cm', 'Comments': 'ASTM D257'}}]","[{'Maximum Service Temperature, Air': {'Metric': '150°C@Thickness 3.00 mm', 'English': '302°F@Thickness 0.118 in', 'Comments': None}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=14a28b221b714f4e907889c8e6a42309,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
