Page NO,Category,Name,Categories,Key Words,Vendors,Color,Crystal Structure,Physical Properties,Chemical Properties,Mechanical Properties,Electrical Properties,Thermal Properties,Optical Properties,Component Elements Properties,Descriptive Properties,Processing,URL,Material,url,Description,Alloy Composition,Base Metal Price (% relative),Brinell Hardness,Compressive (crushing) Strength (MPa),Curie Temperature (°C),Density (g/cm³),Dielectric Constant (relative Permittivity) At 1Hz,Dielectric Constant (relative Permittivity) At 1Mhz,Dielectric Strength (breakdown Potential) (kV/mm),"Elastic (Young's, Tensile) Modulus (GPa)",Electrical Conductivity: Equal Volume (% IACS),Electrical Conductivity: Equal Weight (specific) (% IACS),Electrical Dissipation At 1Hz,Electrical Dissipation At 1Mhz,Electrical Resistivity Order Of Magnitude (10),Elongation At Break (%),Embodied Carbon (kg CO₂),Embodied Energy (MJ/kg),Embodied Water (L/kg),Fatigue Strength (MPa),Flexural Modulus (GPa),Flexural Strength (MPa),Follow-up Questions,Fracture Toughness (MPa·m),Further Reading,Glass Transition Temperature (°C),Heat Deflection Temperature At 1.82Mpa (264Psi) (°C),Impact Strength: Notched Izod (J/m),Impact Strength: V-notched Charpy (J),Knoop Hardness,Latent Heat Of Fusion (J/g),Light Transmission Range (µm),Limiting Oxygen Index (loi) (%),Maximum Temperature: Autoignition (°C),Maximum Temperature: Corrosion (°C),Maximum Temperature: Decomposition (°C),Maximum Temperature: Mechanical (°C),Maximum Thermal Shock (°C),Melting Completion (liquidus) (°C),Melting Onset (solidus) (°C),Poisson's Ratio,Pren (pitting Resistance),Reduction In Area (%),Refractive Index,Resilience: Ultimate (unit Rupture Work) (MJ/m³),Resilience: Unit (modulus Of Resilience) (kJ/m³),Rockwell B Hardness,Rockwell C Hardness,Rockwell M Hardness,Shear Modulus (GPa),Shear Strength (MPa),Solidification (pattern Maker's) Shrinkage (%),Specific Heat Capacity (J/kg·K),Stiffness To Weight: Axial (points),Stiffness To Weight: Bending (points),Strength To Weight: Axial (points),Strength To Weight: Bending (points),Tensile Strength: Ultimate (uts) (MPa),Tensile Strength: Yield (proof) (MPa),Thermal Conductivity (W/m·K),Thermal Diffusivity (mm²/s),Thermal Expansion (µm/m·K),Thermal Shock Resistance (points),Vicat Softening Temperature (°C),Water Absorption After 24 Hours (%),Water Absorption At Saturation (%),Material ID (MAT_ID),Material Designation,Manufacturer/Supplier,Chemical Composition,Semifinished Material Information,Heat Treatment,Microstructure,Hardness,Testing Conditions (Axial Loading),Monotonic Properties,Monotonic Stress-Strain Curves (Ramberg-Osgood Model),"Cyclic/Fatigue Properties (Axial Loading, Fully Reversed)",Testing Temperature (°C),Testing Medium,Loading Type,Loading Control,Specimen,Loading Ratio,Additional Remarks,Fatigue Properties,Fatigue Strain-Life Parameters (Coffin-Manson-Basquin Model),Collecting Cyclic Stress-Strain Plot Data,Collecting Strain-Life Fatigue Plot Data
Category: metal Page No: 4,metal,"AISI 1137 Steel, hot rolled, 19-32 mm (0.75-1.25 in) round","Metal, Ferrous Metal, Carbon Steel, AISI 1000 Series Steel, Medium Carbon Steel","Medium strength and good machinability. Applications include spline shafts, and studs, bolts, and nuts with machined threads.",N/A,,,"[{'Density': {'Metric': '7.87g/cc', 'English': '0.284lb/in³', 'Comments': 'Typical for steel.'}}]",N/A,"[{'Hardness, Brinell': {'Metric': '179', 'English': '179', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000170ohm-cm@Temperature 20.0 °C', 'English': '0.0000170ohm-cm@Temperature 68.0 °F', 'Comments': 'condition of specimen unknown'}}]","[{'CTE, linear': {'Metric': '11.5µm/m-°C@Temperature 20.0 °C', 'English': '6.39µin/in-°F@Temperature 68.0 °F', 'Comments': 'Typical steel'}}]",N/A,"[{'Carbon, C': {'Component Elements Properties': '0.32 - 0.39 %', 'Metric': '0.32 - 0.39 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=aec279e7f6b84b3894442a411049ef85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 4,metal,"AISI 1137 Steel, oil quenched from 855°C (1570°F), 650°C (1200°F) temper, round","Metal, Ferrous Metal, Carbon Steel, AISI 1000 Series Steel, Medium Carbon Steel","Medium strength and good machinability. Applications include spline shafts, and studs, bolts, and nuts with machined threads. Post oil quenched hardness: 48 HRC surface, 43 HRC half-radius, 42 HRC center.",N/A,,,"[{'Density': {'Metric': '7.87g/cc', 'English': '0.284lb/in³', 'Comments': 'Typical for steel.'}}]",N/A,"[{'Hardness, Brinell': {'Metric': '192@Diameter 102 mm', 'English': '192@Diameter 4.00 in', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000170ohm-cm@Temperature 20.0 °C', 'English': '0.0000170ohm-cm@Temperature 68.0 °F', 'Comments': 'condition of specimen unknown'}}]","[{'CTE, linear': {'Metric': '11.5µm/m-°C@Temperature 20.0 °C', 'English': '6.39µin/in-°F@Temperature 68.0 °F', 'Comments': 'Typical steel'}}]",N/A,"[{'Carbon, C': {'Component Elements Properties': '0.32 - 0.39 %', 'Metric': '0.32 - 0.39 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=43586af68ea34a9daa2ec87930640908,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (300) Maraging Steel solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 480°C (900°F) for 1 hour, 3.18 mm sheet","Metal, Ferrous Metal, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '2115MPa', 'English': '306800psi', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=eeaa4d7fca3443638dab51a8b15af85e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (300) Maraging Steel solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 455°C (850°F) for 3 hours, 3.18 mm sheet","Metal, Ferrous Metal, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '2134MPa', 'English': '309500psi', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=d57d173fc5eb4219beafc310fe428bff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 0.64 mm sheet","Metal, Ferrous Metal, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '2041MPa', 'English': '296000psi', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=9f04159c83024611887ec60b022030c1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 1.14 mm sheet","Metal, Ferrous Metal, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '2034MPa', 'English': '295000psi', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=01710afa0c204d90b6fb93cbe8ecd7bf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 1.65 mm sheet","Metal, Ferrous Metal, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '2118MPa', 'English': '307200psi', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=a449a8e1780645c6844844148dedff57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 2.29 mm sheet","Metal, Ferrous Metal, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '2156MPa', 'English': '312700psi', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=18ab60b6548e41ab8bac702d4d6e9222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 3.18 mm sheet","Metal, Ferrous Metal, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '2184MPa', 'English': '316800psi', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=79af676a7e1d46dba1a0d1ce098f4637,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 6.35 mm sheet","Metal, Ferrous Metal, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '2212MPa', 'English': '320800psi', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=d24dcb39cfcd4f8d9aa5d22883f8ab1a,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (300) Maraging Steel, Aged, sheet, tested transverse, 6 mm","Metal, Ferrous Metal, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Hardness, Brinell': {'Metric': '562', 'English': '562', 'Comments': 'Converted from Rockwell C hardness.'}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=550702a40aa64761b8296d5ffffc47c7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (300) Maraging Steel, Aged, square bar, tested transverse, 150 mm","Metal, Ferrous Metal, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Hardness, Brinell': {'Metric': '549', 'English': '549', 'Comments': 'Converted from Rockwell C hardness.'}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=c3aa7a3dfc324c9591a9510d42e82b96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
