Page NO,Category,Name,Categories,Key Words,Vendors,Color,Crystal Structure,Physical Properties,Chemical Properties,Mechanical Properties,Electrical Properties,Thermal Properties,Optical Properties,Component Elements Properties,Descriptive Properties,Processing,URL,Material,url,Description,Alloy Composition,Base Metal Price (% relative),Brinell Hardness,Compressive (crushing) Strength (MPa),Curie Temperature (°C),Density (g/cm³),Dielectric Constant (relative Permittivity) At 1Hz,Dielectric Constant (relative Permittivity) At 1Mhz,Dielectric Strength (breakdown Potential) (kV/mm),"Elastic (Young's, Tensile) Modulus (GPa)",Electrical Conductivity: Equal Volume (% IACS),Electrical Conductivity: Equal Weight (specific) (% IACS),Electrical Dissipation At 1Hz,Electrical Dissipation At 1Mhz,Electrical Resistivity Order Of Magnitude (10),Elongation At Break (%),Embodied Carbon (kg CO₂),Embodied Energy (MJ/kg),Embodied Water (L/kg),Fatigue Strength (MPa),Flexural Modulus (GPa),Flexural Strength (MPa),Follow-up Questions,Fracture Toughness (MPa·m),Further Reading,Glass Transition Temperature (°C),Heat Deflection Temperature At 1.82Mpa (264Psi) (°C),Impact Strength: Notched Izod (J/m),Impact Strength: V-notched Charpy (J),Knoop Hardness,Latent Heat Of Fusion (J/g),Light Transmission Range (µm),Limiting Oxygen Index (loi) (%),Maximum Temperature: Autoignition (°C),Maximum Temperature: Corrosion (°C),Maximum Temperature: Decomposition (°C),Maximum Temperature: Mechanical (°C),Maximum Thermal Shock (°C),Melting Completion (liquidus) (°C),Melting Onset (solidus) (°C),Poisson's Ratio,Pren (pitting Resistance),Reduction In Area (%),Refractive Index,Resilience: Ultimate (unit Rupture Work) (MJ/m³),Resilience: Unit (modulus Of Resilience) (kJ/m³),Rockwell B Hardness,Rockwell C Hardness,Rockwell M Hardness,Shear Modulus (GPa),Shear Strength (MPa),Solidification (pattern Maker's) Shrinkage (%),Specific Heat Capacity (J/kg·K),Stiffness To Weight: Axial (points),Stiffness To Weight: Bending (points),Strength To Weight: Axial (points),Strength To Weight: Bending (points),Tensile Strength: Ultimate (uts) (MPa),Tensile Strength: Yield (proof) (MPa),Thermal Conductivity (W/m·K),Thermal Diffusivity (mm²/s),Thermal Expansion (µm/m·K),Thermal Shock Resistance (points),Vicat Softening Temperature (°C),Water Absorption After 24 Hours (%),Water Absorption At Saturation (%)
Category: polymer Page No: 1,polymer,"Hexcel® HiMax™ FAHM110 [AHM, 400, -45/+45] Aramid Hybrid Fabric","Polymer, Thermoset, Aramid","Stitching Fiber, Stitching Thread: Texturized Polyester , Stitch DTex: 78, Stitch Gauge: 6.0 gg, Stitch Length: 2.12 mm, Stitch Type: Pillar , Stitch Weight: 9 gsm, Information provided by Hexcel Corporation.",N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[{'Fabric Weight407 g/m2': {'Descriptive Properties': 'Ply construction 45°10.5 ggGauge'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=ff8513f808fb4ae393adfb89ebde087b,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,"Overview of materials for Polycarbonate/ABS Alloy, NCG Fiber Filled","Polymer, Thermoplastic, ABS Polymer, Polycarbonate/ABS Alloy, NCG Fiber Filled","This property data is a summary of similar materials in the MatWeb database for the category ""Polycarbonate/ABS Alloy, NCG Fiber Filled"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '1.18-1.45g/cc', 'English': '0.0426-0.0524lb/in³', 'Comments': 'Average value: 1.32 g/cc Grade Count:28'}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '62.1-153MPa', 'English': '9000-22200psi', 'Comments': 'Average value: 99.6 MPa Grade Count:28'}}]","[{'Electrical Resistivity': {'Metric': '0.100-1000ohm-cm', 'English': '0.100-1000ohm-cm', 'Comments': 'Average value: 249 ohm-cm Grade Count:28'}}]","[{'Deflection Temperature at 1.8 MPa (264 psi)': {'Metric': '98.9-121°C', 'English': '210-250°F', 'Comments': 'Average value: 106 °C Grade Count:22'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=a9bf1f661e434b63b0445ca78fb9763e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,"Overview of materials for Polycarbonate/ABS Alloy, Carbon Fiber Filled","Polymer, Thermoplastic, ABS Polymer, Polycarbonate/ABS Alloy, Carbon Fiber Filled, Polycarbonate (PC)","This property data is a summary of similar materials in the MatWeb database for the category ""Polycarbonate/ABS Alloy, Carbon Fiber Filled"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '1.17-1.40g/cc', 'English': '0.0423-0.0506lb/in³', 'Comments': 'Average value: 1.28 g/cc Grade Count:31'}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '67.6-165MPa', 'English': '9800-24000psi', 'Comments': 'Average value: 106 MPa Grade Count:33'}}]","[{'Electrical Resistivity': {'Metric': '1.00-1.00e+9ohm-cm', 'English': '1.00-1.00e+9ohm-cm', 'Comments': 'Average value: 6.67e+7 ohm-cm Grade Count:20'}}]","[{'CTE, linear': {'Metric': '13.0-50.0µm/m-°C', 'English': '7.22-27.8µin/in-°F', 'Comments': 'Average value: 25.4 µm/m-°C Grade Count:9'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=498f78e39a4a4f1285c8d9c5b6804807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,"Overview of materials for Polycarbonate/ABS Alloy, Glass Fiber Filled","Polymer, Thermoplastic, ABS Polymer, Polycarbonate/ABS Alloy, Glass Fiber Filled, Polycarbonate (PC)","This property data is a summary of similar materials in the MatWeb database for the category ""Polycarbonate/ABS Alloy, Glass Fiber Filled"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '0.962-1.48g/cc', 'English': '0.0348-0.0535lb/in³', 'Comments': 'Average value: 1.27 g/cc Grade Count:165'}}]",N/A,"[{'Hardness, Rockwell R': {'Metric': '82.0 - 121', 'English': '82.0 - 121', 'Comments': 'Average value: 114  Grade Count:30'}}]","[{'Electrical Resistivity': {'Metric': '10000-1.00e+16ohm-cm', 'English': '10000-1.00e+16ohm-cm', 'Comments': 'Average value: 3.04e+15 ohm-cm Grade Count:38'}}]","[{'CTE, linear': {'Metric': '26.0-61.2µm/m-°C', 'English': '14.4-34.0µin/in-°F', 'Comments': 'Average value: 41.7 µm/m-°C Grade Count:28'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=78136dd27bb241e4a6916b5ad3694abd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,"Overview of materials for Polycarbonate/ABS Alloy, Unreinforced","Polymer, Thermoplastic, ABS Polymer, Polycarbonate/ABS Alloy, Unreinforced, Polycarbonate (PC)","This property data is a summary of similar materials in the MatWeb database for the category ""Polycarbonate/ABS Alloy, Unreinforced"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '0.960-1.50g/cc', 'English': '0.0347-0.0542lb/in³', 'Comments': 'Average value: 1.16 g/cc Grade Count:1105'}}]",N/A,"[{'Hardness, Rockwell M': {'Metric': '72.0 - 97.0', 'English': '72.0 - 97.0', 'Comments': 'Average value: 90.4  Grade Count:8'}}]","[{'Electrical Resistivity': {'Metric': '100-1.00e+18ohm-cm', 'English': '100-1.00e+18ohm-cm', 'Comments': 'Average value: 4.91e+16 ohm-cm Grade Count:297'}}]","[{'CTE, linear': {'Metric': '7.00-110µm/m-°C', 'English': '3.89-61.1µin/in-°F', 'Comments': 'Average value: 71.0 µm/m-°C Grade Count:353'}}]","[{'Gloss': {'Metric': '2.50 - 105 %', 'English': '2.50 - 105 %', 'Comments': 'Average value: 55.3 % Grade Count:11'}}]",N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=d16a64a389df424f8e53ed481e77477b,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,GrafTech P1 PET Film,"Carbon, Graphite, Polymer, Film",Optional coating for eGRAF® SPREADERSHIELD™ graphite products. Structure:  Plastic 0.0127mm - Adhesive 0.0127mm - Graphite,N/A,,,N/A,N/A,N/A,"[{'Dielectric Breakdown': {'Metric': '2800V', 'English': '2800V', 'Comments': None}}]","[{'Thermal Conductivity': {'Metric': '0.160W/m-K', 'English': '1.11BTU-in/hr-ft²-°F', 'Comments': 'Through Thickness'}}]",N/A,N/A,[{'Thermal Contact Impedance - Per Side (°C·cm²/W)1.6ASTM-D5470 Modified (at 110kPa/16 psi/1.1 bar)': {'Descriptive Properties': None}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=89a58bcc8c1e4bdb94b4169b1cc64b67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,ESK Ceramics PolyCeram® TRIBO140 Polymer matrix composite,Polymer,"Information provided by ESK Ceramics, now 3M Technical Ceramics.",N/A,,,"[{'Density': {'Metric': '1.61g/cc', 'English': '0.0582lb/in³', 'Comments': 'ISO 1183'}}]",N/A,"[{'Ball Indentation Hardness': {'Metric': '>=203MPa', 'English': '>=29400psi', 'Comments': 'DIN 53 456'}}]",N/A,"[{'CTE, linear, Parallel to Flow': {'Metric': '33.4µm/m-°C@Temperature -30.0 - 140 °C', 'English': '18.6µin/in-°F@Temperature -22.0 - 284 °F', 'Comments': 'DIN ISO 11359-2'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=d7b9d22e32974013ac43426e011d10c8&ckck=1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,Overview of materials for Acrylonitrile Butadiene Styrene (ABS)/Nylon Blend,"Polymer, Thermoplastic, ABS Polymer, Acrylonitrile Butadiene Styrene (ABS)/Nylon Blend, Nylon (Polyamide PA)","This property data is a summary of similar materials in the MatWeb database for the category ""Acrylonitrile Butadiene Styrene (ABS)/Nylon Blend"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '1.04-1.21g/cc', 'English': '0.0376-0.0437lb/in³', 'Comments': 'Average value: 1.08 g/cc Grade Count:100'}}]",N/A,"[{'Hardness, Rockwell R': {'Metric': '69.0 - 116', 'English': '69.0 - 116', 'Comments': 'Average value: 101  Grade Count:29'}}]","[{'Electrical Resistivity': {'Metric': '1.00e+10-9.70e+15ohm-cm', 'English': '1.00e+10-9.70e+15ohm-cm', 'Comments': 'Average value: 7.08e+14 ohm-cm Grade Count:36'}}]","[{'CTE, linear': {'Metric': '54.0-140µm/m-°C', 'English': '30.0-77.8µin/in-°F', 'Comments': 'Average value: 96.9 µm/m-°C Grade Count:28'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=09c6d8aaad51444f838a219bb88a6c0a,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,"Overview of materials for Acrylonitrile Butadiene Styrene (ABS), Carbon Black Filled","Polymer, Thermoplastic, ABS Polymer, Acrylonitrile Butadiene Styrene (ABS), Carbon Black Filled","This property data is a summary of similar materials in the MatWeb database for the category ""Acrylonitrile Butadiene Styrene (ABS), Carbon Black Filled"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '1.03-1.14g/cc', 'English': '0.0372-0.0412lb/in³', 'Comments': 'Average value: 1.10 g/cc Grade Count:3'}}]",N/A,"[{'Elongation at Break': {'Metric': '2.00 - 11.0 %', 'English': '2.00 - 11.0 %', 'Comments': 'Average value: 5.17 % Grade Count:3'}}]","[{'Electrical Resistivity': {'Metric': '100-1.00e+6ohm-cm', 'English': '100-1.00e+6ohm-cm', 'Comments': 'Average value: 250000 ohm-cm Grade Count:3'}}]","[{'Deflection Temperature at 1.8 MPa (264 psi)': {'Metric': '85.0-102°C', 'English': '185-215°F', 'Comments': 'Average value: 92.9 °C Grade Count:3'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=474521a95e7e4b54a72d657adbdaa84a,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,ESK Ceramics PolyCeram® TRIBO220 Polymer matrix composite,Polymer,"Information provided by ESK Ceramics, now 3M Technical Ceramics.",N/A,,,"[{'Density': {'Metric': '1.61g/cc', 'English': '0.0582lb/in³', 'Comments': 'ISO 1183'}}]",N/A,"[{'Elongation at Break': {'Metric': '1.2 %', 'English': '1.2 %', 'Comments': 'DIN EN ISO 527'}}]",N/A,"[{'CTE, linear, Parallel to Flow': {'Metric': '11.8µm/m-°C@Temperature -30.0 - 225 °C', 'English': '6.56µin/in-°F@Temperature -22.0 - 437 °F', 'Comments': 'DIN ISO 11359-2'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=224ed3c78f924f9abf0a1207f7b5552c,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,"Overview of materials for Acrylonitrile Butadiene Styrene (ABS), PTFE Filled","Polymer, Thermoplastic, ABS Polymer, Acrylonitrile Butadiene Styrene (ABS), PTFE Filled","This property data is a summary of similar materials in the MatWeb database for the category ""Acrylonitrile Butadiene Styrene (ABS), PTFE Filled"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '1.05-1.32g/cc', 'English': '0.0379-0.0477lb/in³', 'Comments': 'Average value: 1.12 g/cc Grade Count:13'}}]",N/A,"[{'Hardness, Rockwell R': {'Metric': '96.0 - 103', 'English': '96.0 - 103', 'Comments': 'Average value: 101  Grade Count:4'}}]","[{'Electrical Resistivity': {'Metric': '1.00e+14-1.00e+17ohm-cm', 'English': '1.00e+14-1.00e+17ohm-cm', 'Comments': 'Average value: 2.55e+16 ohm-cm Grade Count:4'}}]","[{'Deflection Temperature at 0.46 MPa (66 psi)': {'Metric': '98.9-104°C', 'English': '210-219°F', 'Comments': 'Average value: 101 °C Grade Count:5'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=c8db73a3a5a543c19e4ebb71a4f2dee4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,"Overview of materials for Acrylonitrile Butadiene Styrene (ABS), Sheet","Polymer, Thermoplastic, ABS Polymer, Acrylonitrile Butadiene Styrene (ABS), Sheet","This property data is a summary of similar materials in the MatWeb database for the category ""Acrylonitrile Butadiene Styrene (ABS), Sheet"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '0.775-1.28g/cc', 'English': '0.0280-0.0462lb/in³', 'Comments': 'Average value: 1.05 g/cc Grade Count:73'}}]",N/A,"[{'Hardness, Rockwell R': {'Metric': '80.0 - 105', 'English': '80.0 - 105', 'Comments': 'Average value: 97.1  Grade Count:35'}}]","[{'Dielectric Strength': {'Metric': '16.3-20.4kV/mm', 'English': '414-518kV/in', 'Comments': 'Average value: 17.8 kV/mm Grade Count:9'}}]","[{'CTE, linear': {'Metric': '44.5-101µm/m-°C', 'English': '24.7-56.0µin/in-°F', 'Comments': 'Average value: 85.7 µm/m-°C Grade Count:33'}}]","[{'Gloss': {'Metric': '15.0 - 95.0 %', 'English': '15.0 - 95.0 %', 'Comments': 'Average value: 65.4 % Grade Count:44'}}]",N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=c8bc69525dd04bd9bca54c475f6b38c3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,Hyosung Advanced Materials Alkex® AF 1000 2500 Dtex Aramid Yarn,"Other Engineering Material, Composite Fibers, Polymer, Thermoset, Aramid","ALKEX® aramid yarn is a high-performance super fiber that has strength that is five times that of steel as well as fire-retardant properties. Aramid Yarn is used for bulletproofing, automobile hoses, belt and tire reinforcement, optical cable and rope reinforcement, civil engineering and construction, and reinforcement of composite materials., Information provided by Hyosung Advanced Materials.",N/A,,,N/A,N/A,"[{'Elongation at Break': {'Metric': '3.8 %', 'English': '3.8 %', 'Comments': None}}]",N/A,N/A,N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=016f5ae9cd07444ab6c3f8a57941448f,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,"Overview of materials for Acrylonitrile Butadiene Styrene (ABS)/Nylon Blend, Glass Reinforced","Polymer, Thermoplastic, ABS Polymer, Acrylonitrile Butadiene Styrene (ABS)/Nylon Blend, Glass Reinforced, Nylon (Polyamide PA)","This property data is a summary of similar materials in the MatWeb database for the category ""Acrylonitrile Butadiene Styrene (ABS)/Nylon Blend, Glass Reinforced"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '1.06-1.53g/cc', 'English': '0.0383-0.0553lb/in³', 'Comments': 'Average value: 1.20 g/cc Grade Count:50'}}]",N/A,"[{'Hardness, Rockwell R': {'Metric': '16.0 - 118', 'English': '16.0 - 118', 'Comments': 'Average value: 105  Grade Count:13'}}]","[{'Electrical Resistivity': {'Metric': '1.00e+11-1.00e+15ohm-cm', 'English': '1.00e+11-1.00e+15ohm-cm', 'Comments': 'Average value: 3.92e+14 ohm-cm Grade Count:16'}}]","[{'CTE, linear': {'Metric': '40.0-130µm/m-°C', 'English': '22.2-72.2µin/in-°F', 'Comments': 'Average value: 66.8 µm/m-°C Grade Count:12'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=225de9228732470dba61f96f0df4a369,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 1,polymer,"Overview of materials for Acrylonitrile Butadiene Styrene (ABS), Stainless Steel Fiber Filled","Polymer, Thermoplastic, ABS Polymer, Acrylonitrile Butadiene Styrene (ABS), Stainless Steel Fiber Filled","This property data is a summary of similar materials in the MatWeb database for the category ""Acrylonitrile Butadiene Styrene (ABS), Stainless Steel Fiber Filled"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '1.00-1.51g/cc', 'English': '0.0361-0.0546lb/in³', 'Comments': 'Average value: 1.21 g/cc Grade Count:39'}}]",N/A,"[{'Hardness, Rockwell R': {'Metric': '80.0 - 112', 'English': '80.0 - 112', 'Comments': 'Average value: 100  Grade Count:3'}}]","[{'Electrical Resistivity': {'Metric': '0.100-1.00e+10ohm-cm', 'English': '0.100-1.00e+10ohm-cm', 'Comments': 'Average value: 3.03e+8 ohm-cm Grade Count:34'}}]","[{'CTE, linear': {'Metric': '61.2-84.6µm/m-°C', 'English': '34.0-47.0µin/in-°F', 'Comments': 'Average value: 81.0 µm/m-°C Grade Count:13'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=13420a38ee9445b291e63c6ac1a26ecb,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
